,continent,country,year,metric,value
866,Africa,Egypt,1982,gdpPercap,3503.729636
2570,Africa,Egypt,1982,lifeExp,56.006
4274,Africa,Egypt,1982,pop,45681811.0
1008,Africa,Egypt,1987,gdpPercap,3885.46071
2712,Africa,Egypt,1987,lifeExp,59.797
4416,Africa,Egypt,1987,pop,52799062.0
1150,Africa,Egypt,1992,gdpPercap,3794.755195
2854,Africa,Egypt,1992,lifeExp,63.674
4558,Africa,Egypt,1992,pop,59402198.0
1292,Africa,Egypt,1997,gdpPercap,4173.181797
2996,Africa,Egypt,1997,lifeExp,67.217
4700,Africa,Egypt,1997,pop,66134291.0
1434,Africa,Egypt,2002,gdpPercap,4754.604414
3138,Africa,Egypt,2002,lifeExp,69.806
4842,Africa,Egypt,2002,pop,73312559.0
1576,Africa,Egypt,2007,gdpPercap,5581.180998
3280,Africa,Egypt,2007,lifeExp,71.338
4984,Africa,Egypt,2007,pop,80264543.0
15,Africa,Equatorial Guinea,1952,gdpPercap,375.6431231
1719,Africa,Equatorial Guinea,1952,lifeExp,34.482
3423,Africa,Equatorial Guinea,1952,pop,216964.0
157,Africa,Equatorial Guinea,1957,gdpPercap,426.0964081
1861,Africa,Equatorial Guinea,1957,lifeExp,35.983
3565,Africa,Equatorial Guinea,1957,pop,232922.0
299,Africa,Equatorial Guinea,1962,gdpPercap,582.8419714
2003,Africa,Equatorial Guinea,1962,lifeExp,37.485
3707,Africa,Equatorial Guinea,1962,pop,249220.0
441,Africa,Equatorial Guinea,1967,gdpPercap,915.5960025
2145,Africa,Equatorial Guinea,1967,lifeExp,38.987
3849,Africa,Equatorial Guinea,1967,pop,259864.0
583,Africa,Equatorial Guinea,1972,gdpPercap,672.4122571
2287,Africa,Equatorial Guinea,1972,lifeExp,40.516
3991,Africa,Equatorial Guinea,1972,pop,277603.0
725,Africa,Equatorial Guinea,1977,gdpPercap,958.5668124
2429,Africa,Equatorial Guinea,1977,lifeExp,42.024
4133,Africa,Equatorial Guinea,1977,pop,192675.0
867,Africa,Equatorial Guinea,1982,gdpPercap,927.8253427
2571,Africa,Equatorial Guinea,1982,lifeExp,43.662
4275,Africa,Equatorial Guinea,1982,pop,285483.0
1009,Africa,Equatorial Guinea,1987,gdpPercap,966.8968149
2713,Africa,Equatorial Guinea,1987,lifeExp,45.664
4417,Africa,Equatorial Guinea,1987,pop,341244.0
1151,Africa,Equatorial Guinea,1992,gdpPercap,1132.055034
2855,Africa,Equatorial Guinea,1992,lifeExp,47.545
4559,Africa,Equatorial Guinea,1992,pop,387838.0
1293,Africa,Equatorial Guinea,1997,gdpPercap,2814.480755
2997,Africa,Equatorial Guinea,1997,lifeExp,48.245
4701,Africa,Equatorial Guinea,1997,pop,439971.0
1435,Africa,Equatorial Guinea,2002,gdpPercap,7703.4959
3139,Africa,Equatorial Guinea,2002,lifeExp,49.348
4843,Africa,Equatorial Guinea,2002,pop,495627.0
1577,Africa,Equatorial Guinea,2007,gdpPercap,12154.08975
3281,Africa,Equatorial Guinea,2007,lifeExp,51.579
4985,Africa,Equatorial Guinea,2007,pop,551201.0
16,Africa,Eritrea,1952,gdpPercap,328.9405571
1720,Africa,Eritrea,1952,lifeExp,35.928
3424,Africa,Eritrea,1952,pop,1438760.0
158,Africa,Eritrea,1957,gdpPercap,344.1618859
1862,Africa,Eritrea,1957,lifeExp,38.047
3566,Africa,Eritrea,1957,pop,1542611.0
300,Africa,Eritrea,1962,gdpPercap,380.9958433
2004,Africa,Eritrea,1962,lifeExp,40.158
3708,Africa,Eritrea,1962,pop,1666618.0
442,Africa,Eritrea,1967,gdpPercap,468.7949699
2146,Africa,Eritrea,1967,lifeExp,42.189
3850,Africa,Eritrea,1967,pop,1820319.0
584,Africa,Eritrea,1972,gdpPercap,514.3242082
2288,Africa,Eritrea,1972,lifeExp,44.142
3992,Africa,Eritrea,1972,pop,2260187.0
726,Africa,Eritrea,1977,gdpPercap,505.7538077
2430,Africa,Eritrea,1977,lifeExp,44.535
4134,Africa,Eritrea,1977,pop,2512642.0
868,Africa,Eritrea,1982,gdpPercap,524.8758493
2572,Africa,Eritrea,1982,lifeExp,43.89
4276,Africa,Eritrea,1982,pop,2637297.0
1010,Africa,Eritrea,1987,gdpPercap,521.1341333
2714,Africa,Eritrea,1987,lifeExp,46.453
4418,Africa,Eritrea,1987,pop,2915959.0
1152,Africa,Eritrea,1992,gdpPercap,582.8585102
2856,Africa,Eritrea,1992,lifeExp,49.991
4560,Africa,Eritrea,1992,pop,3668440.0
1294,Africa,Eritrea,1997,gdpPercap,913.47079
2998,Africa,Eritrea,1997,lifeExp,53.378
4702,Africa,Eritrea,1997,pop,4058319.0
1436,Africa,Eritrea,2002,gdpPercap,765.3500015
3140,Africa,Eritrea,2002,lifeExp,55.24
4844,Africa,Eritrea,2002,pop,4414865.0
1578,Africa,Eritrea,2007,gdpPercap,641.3695236
3282,Africa,Eritrea,2007,lifeExp,58.04
4986,Africa,Eritrea,2007,pop,4906585.0
17,Africa,Ethiopia,1952,gdpPercap,362.1462796
1721,Africa,Ethiopia,1952,lifeExp,34.078
3425,Africa,Ethiopia,1952,pop,20860941.0
159,Africa,Ethiopia,1957,gdpPercap,378.9041632
1863,Africa,Ethiopia,1957,lifeExp,36.667
3567,Africa,Ethiopia,1957,pop,22815614.0
301,Africa,Ethiopia,1962,gdpPercap,419.4564161
2005,Africa,Ethiopia,1962,lifeExp,40.059
3709,Africa,Ethiopia,1962,pop,25145372.0
443,Africa,Ethiopia,1967,gdpPercap,516.1186438
2147,Africa,Ethiopia,1967,lifeExp,42.115
3851,Africa,Ethiopia,1967,pop,27860297.0
585,Africa,Ethiopia,1972,gdpPercap,566.2439442
2289,Africa,Ethiopia,1972,lifeExp,43.515
3993,Africa,Ethiopia,1972,pop,30770372.0
727,Africa,Ethiopia,1977,gdpPercap,556.8083834
2431,Africa,Ethiopia,1977,lifeExp,44.51
4135,Africa,Ethiopia,1977,pop,34617799.0
869,Africa,Ethiopia,1982,gdpPercap,577.8607471
2573,Africa,Ethiopia,1982,lifeExp,44.916
4277,Africa,Ethiopia,1982,pop,38111756.0
1011,Africa,Ethiopia,1987,gdpPercap,573.7413142
2715,Africa,Ethiopia,1987,lifeExp,46.684
4419,Africa,Ethiopia,1987,pop,42999530.0
1153,Africa,Ethiopia,1992,gdpPercap,421.3534653
2857,Africa,Ethiopia,1992,lifeExp,48.091
4561,Africa,Ethiopia,1992,pop,52088559.0
1295,Africa,Ethiopia,1997,gdpPercap,515.8894013
2999,Africa,Ethiopia,1997,lifeExp,49.402
4703,Africa,Ethiopia,1997,pop,59861301.0
1437,Africa,Ethiopia,2002,gdpPercap,530.0535319
3141,Africa,Ethiopia,2002,lifeExp,50.725
4845,Africa,Ethiopia,2002,pop,67946797.0
1579,Africa,Ethiopia,2007,gdpPercap,690.8055759
3283,Africa,Ethiopia,2007,lifeExp,52.947
4987,Africa,Ethiopia,2007,pop,76511887.0
18,Africa,Gabon,1952,gdpPercap,4293.476475
1722,Africa,Gabon,1952,lifeExp,37.003
3426,Africa,Gabon,1952,pop,420702.0
160,Africa,Gabon,1957,gdpPercap,4976.198099
1864,Africa,Gabon,1957,lifeExp,38.999
3568,Africa,Gabon,1957,pop,434904.0
302,Africa,Gabon,1962,gdpPercap,6631.459222
2006,Africa,Gabon,1962,lifeExp,40.489
3710,Africa,Gabon,1962,pop,455661.0
444,Africa,Gabon,1967,gdpPercap,8358.761987
2148,Africa,Gabon,1967,lifeExp,44.598
3852,Africa,Gabon,1967,pop,489004.0
586,Africa,Gabon,1972,gdpPercap,11401.94841
2290,Africa,Gabon,1972,lifeExp,48.69
3994,Africa,Gabon,1972,pop,537977.0
728,Africa,Gabon,1977,gdpPercap,21745.57328
2432,Africa,Gabon,1977,lifeExp,52.79
4136,Africa,Gabon,1977,pop,706367.0
870,Africa,Gabon,1982,gdpPercap,15113.36194
2574,Africa,Gabon,1982,lifeExp,56.564
4278,Africa,Gabon,1982,pop,753874.0
1012,Africa,Gabon,1987,gdpPercap,11864.40844
2716,Africa,Gabon,1987,lifeExp,60.19
4420,Africa,Gabon,1987,pop,880397.0
1154,Africa,Gabon,1992,gdpPercap,13522.15752
2858,Africa,Gabon,1992,lifeExp,61.366
4562,Africa,Gabon,1992,pop,985739.0
1296,Africa,Gabon,1997,gdpPercap,14722.84188
3000,Africa,Gabon,1997,lifeExp,60.461
4704,Africa,Gabon,1997,pop,1126189.0
1438,Africa,Gabon,2002,gdpPercap,12521.71392
3142,Africa,Gabon,2002,lifeExp,56.761
4846,Africa,Gabon,2002,pop,1299304.0
1580,Africa,Gabon,2007,gdpPercap,13206.48452
3284,Africa,Gabon,2007,lifeExp,56.735
4988,Africa,Gabon,2007,pop,1454867.0
19,Africa,Gambia,1952,gdpPercap,485.2306591
1723,Africa,Gambia,1952,lifeExp,30.0
3427,Africa,Gambia,1952,pop,284320.0
161,Africa,Gambia,1957,gdpPercap,520.9267111
1865,Africa,Gambia,1957,lifeExp,32.065
3569,Africa,Gambia,1957,pop,323150.0
303,Africa,Gambia,1962,gdpPercap,599.650276
2007,Africa,Gambia,1962,lifeExp,33.896
3711,Africa,Gambia,1962,pop,374020.0
445,Africa,Gambia,1967,gdpPercap,734.7829124
2149,Africa,Gambia,1967,lifeExp,35.857
3853,Africa,Gambia,1967,pop,439593.0
587,Africa,Gambia,1972,gdpPercap,756.0868363
2291,Africa,Gambia,1972,lifeExp,38.308
3995,Africa,Gambia,1972,pop,517101.0
729,Africa,Gambia,1977,gdpPercap,884.7552507
2433,Africa,Gambia,1977,lifeExp,41.842
4137,Africa,Gambia,1977,pop,608274.0
871,Africa,Gambia,1982,gdpPercap,835.8096108
2575,Africa,Gambia,1982,lifeExp,45.58
4279,Africa,Gambia,1982,pop,715523.0
1013,Africa,Gambia,1987,gdpPercap,611.6588611
2717,Africa,Gambia,1987,lifeExp,49.265
4421,Africa,Gambia,1987,pop,848406.0
1155,Africa,Gambia,1992,gdpPercap,665.6244126
2859,Africa,Gambia,1992,lifeExp,52.644
4563,Africa,Gambia,1992,pop,1025384.0
1297,Africa,Gambia,1997,gdpPercap,653.7301704
3001,Africa,Gambia,1997,lifeExp,55.861
4705,Africa,Gambia,1997,pop,1235767.0
1439,Africa,Gambia,2002,gdpPercap,660.5855997
3143,Africa,Gambia,2002,lifeExp,58.041
4847,Africa,Gambia,2002,pop,1457766.0
1581,Africa,Gambia,2007,gdpPercap,752.7497265
3285,Africa,Gambia,2007,lifeExp,59.448
4989,Africa,Gambia,2007,pop,1688359.0
20,Africa,Ghana,1952,gdpPercap,911.2989371
1724,Africa,Ghana,1952,lifeExp,43.149
3428,Africa,Ghana,1952,pop,5581001.0
162,Africa,Ghana,1957,gdpPercap,1043.561537
1866,Africa,Ghana,1957,lifeExp,44.779
3570,Africa,Ghana,1957,pop,6391288.0
304,Africa,Ghana,1962,gdpPercap,1190.041118
2008,Africa,Ghana,1962,lifeExp,46.452
3712,Africa,Ghana,1962,pop,7355248.0
446,Africa,Ghana,1967,gdpPercap,1125.69716
2150,Africa,Ghana,1967,lifeExp,48.072
3854,Africa,Ghana,1967,pop,8490213.0
588,Africa,Ghana,1972,gdpPercap,1178.223708
2292,Africa,Ghana,1972,lifeExp,49.875
3996,Africa,Ghana,1972,pop,9354120.0
730,Africa,Ghana,1977,gdpPercap,993.2239571
2434,Africa,Ghana,1977,lifeExp,51.756
4138,Africa,Ghana,1977,pop,10538093.0
872,Africa,Ghana,1982,gdpPercap,876.032569
2576,Africa,Ghana,1982,lifeExp,53.744
4280,Africa,Ghana,1982,pop,11400338.0
1014,Africa,Ghana,1987,gdpPercap,847.0061135
2718,Africa,Ghana,1987,lifeExp,55.729
4422,Africa,Ghana,1987,pop,14168101.0
1156,Africa,Ghana,1992,gdpPercap,925.060154
2860,Africa,Ghana,1992,lifeExp,57.501
4564,Africa,Ghana,1992,pop,16278738.0
1298,Africa,Ghana,1997,gdpPercap,1005.245812
3002,Africa,Ghana,1997,lifeExp,58.556
4706,Africa,Ghana,1997,pop,18418288.0
1440,Africa,Ghana,2002,gdpPercap,1111.984578
3144,Africa,Ghana,2002,lifeExp,58.453
4848,Africa,Ghana,2002,pop,20550751.0
1582,Africa,Ghana,2007,gdpPercap,1327.60891
3286,Africa,Ghana,2007,lifeExp,60.022
4990,Africa,Ghana,2007,pop,22873338.0
21,Africa,Guinea,1952,gdpPercap,510.1964923
1725,Africa,Guinea,1952,lifeExp,33.609
3429,Africa,Guinea,1952,pop,2664249.0
163,Africa,Guinea,1957,gdpPercap,576.2670245
1867,Africa,Guinea,1957,lifeExp,34.558
3571,Africa,Guinea,1957,pop,2876726.0
305,Africa,Guinea,1962,gdpPercap,686.3736739
2009,Africa,Guinea,1962,lifeExp,35.753
3713,Africa,Guinea,1962,pop,3140003.0
447,Africa,Guinea,1967,gdpPercap,708.7595409
2151,Africa,Guinea,1967,lifeExp,37.197
3855,Africa,Guinea,1967,pop,3451418.0
589,Africa,Guinea,1972,gdpPercap,741.6662307
2293,Africa,Guinea,1972,lifeExp,38.842
3997,Africa,Guinea,1972,pop,3811387.0
731,Africa,Guinea,1977,gdpPercap,874.6858643
2435,Africa,Guinea,1977,lifeExp,40.762
4139,Africa,Guinea,1977,pop,4227026.0
873,Africa,Guinea,1982,gdpPercap,857.2503577
2577,Africa,Guinea,1982,lifeExp,42.891
4281,Africa,Guinea,1982,pop,4710497.0
1015,Africa,Guinea,1987,gdpPercap,805.5724718
2719,Africa,Guinea,1987,lifeExp,45.552
4423,Africa,Guinea,1987,pop,5650262.0
1157,Africa,Guinea,1992,gdpPercap,794.3484384
2861,Africa,Guinea,1992,lifeExp,48.576
4565,Africa,Guinea,1992,pop,6990574.0
1299,Africa,Guinea,1997,gdpPercap,869.4497668
3003,Africa,Guinea,1997,lifeExp,51.455
4707,Africa,Guinea,1997,pop,8048834.0
1441,Africa,Guinea,2002,gdpPercap,945.5835837
3145,Africa,Guinea,2002,lifeExp,53.676
4849,Africa,Guinea,2002,pop,8807818.0
1583,Africa,Guinea,2007,gdpPercap,942.6542111
3287,Africa,Guinea,2007,lifeExp,56.007
4991,Africa,Guinea,2007,pop,9947814.0
22,Africa,Guinea-Bissau,1952,gdpPercap,299.850319
1726,Africa,Guinea-Bissau,1952,lifeExp,32.5
3430,Africa,Guinea-Bissau,1952,pop,580653.0
164,Africa,Guinea-Bissau,1957,gdpPercap,431.7904566
1868,Africa,Guinea-Bissau,1957,lifeExp,33.489
3572,Africa,Guinea-Bissau,1957,pop,601095.0
306,Africa,Guinea-Bissau,1962,gdpPercap,522.0343725
2010,Africa,Guinea-Bissau,1962,lifeExp,34.488
3714,Africa,Guinea-Bissau,1962,pop,627820.0
448,Africa,Guinea-Bissau,1967,gdpPercap,715.5806402
2152,Africa,Guinea-Bissau,1967,lifeExp,35.492
3856,Africa,Guinea-Bissau,1967,pop,601287.0
590,Africa,Guinea-Bissau,1972,gdpPercap,820.2245876
2294,Africa,Guinea-Bissau,1972,lifeExp,36.486
3998,Africa,Guinea-Bissau,1972,pop,625361.0
732,Africa,Guinea-Bissau,1977,gdpPercap,764.7259628
2436,Africa,Guinea-Bissau,1977,lifeExp,37.465
4140,Africa,Guinea-Bissau,1977,pop,745228.0
874,Africa,Guinea-Bissau,1982,gdpPercap,838.1239671
2578,Africa,Guinea-Bissau,1982,lifeExp,39.327
4282,Africa,Guinea-Bissau,1982,pop,825987.0
1016,Africa,Guinea-Bissau,1987,gdpPercap,736.4153921
2720,Africa,Guinea-Bissau,1987,lifeExp,41.245
4424,Africa,Guinea-Bissau,1987,pop,927524.0
1158,Africa,Guinea-Bissau,1992,gdpPercap,745.5398706
2862,Africa,Guinea-Bissau,1992,lifeExp,43.266
4566,Africa,Guinea-Bissau,1992,pop,1050938.0
1300,Africa,Guinea-Bissau,1997,gdpPercap,796.6644681
3004,Africa,Guinea-Bissau,1997,lifeExp,44.873
4708,Africa,Guinea-Bissau,1997,pop,1193708.0
1442,Africa,Guinea-Bissau,2002,gdpPercap,575.7047176
3146,Africa,Guinea-Bissau,2002,lifeExp,45.504
4850,Africa,Guinea-Bissau,2002,pop,1332459.0
1584,Africa,Guinea-Bissau,2007,gdpPercap,579.231743
3288,Africa,Guinea-Bissau,2007,lifeExp,46.388
4992,Africa,Guinea-Bissau,2007,pop,1472041.0
23,Africa,Kenya,1952,gdpPercap,853.540919
1727,Africa,Kenya,1952,lifeExp,42.27
3431,Africa,Kenya,1952,pop,6464046.0
165,Africa,Kenya,1957,gdpPercap,944.4383152
1869,Africa,Kenya,1957,lifeExp,44.686
3573,Africa,Kenya,1957,pop,7454779.0
307,Africa,Kenya,1962,gdpPercap,896.9663732
2011,Africa,Kenya,1962,lifeExp,47.949
3715,Africa,Kenya,1962,pop,8678557.0
449,Africa,Kenya,1967,gdpPercap,1056.736457
2153,Africa,Kenya,1967,lifeExp,50.654
3857,Africa,Kenya,1967,pop,10191512.0
591,Africa,Kenya,1972,gdpPercap,1222.359968
2295,Africa,Kenya,1972,lifeExp,53.559
3999,Africa,Kenya,1972,pop,12044785.0
733,Africa,Kenya,1977,gdpPercap,1267.613204
2437,Africa,Kenya,1977,lifeExp,56.155
4141,Africa,Kenya,1977,pop,14500404.0
875,Africa,Kenya,1982,gdpPercap,1348.225791
2579,Africa,Kenya,1982,lifeExp,58.766
4283,Africa,Kenya,1982,pop,17661452.0
1017,Africa,Kenya,1987,gdpPercap,1361.936856
2721,Africa,Kenya,1987,lifeExp,59.339
4425,Africa,Kenya,1987,pop,21198082.0
1159,Africa,Kenya,1992,gdpPercap,1341.921721
2863,Africa,Kenya,1992,lifeExp,59.285
4567,Africa,Kenya,1992,pop,25020539.0
1301,Africa,Kenya,1997,gdpPercap,1360.485021
3005,Africa,Kenya,1997,lifeExp,54.407
4709,Africa,Kenya,1997,pop,28263827.0
1443,Africa,Kenya,2002,gdpPercap,1287.514732
3147,Africa,Kenya,2002,lifeExp,50.992
4851,Africa,Kenya,2002,pop,31386842.0
1585,Africa,Kenya,2007,gdpPercap,1463.249282
3289,Africa,Kenya,2007,lifeExp,54.11
4993,Africa,Kenya,2007,pop,35610177.0
24,Africa,Lesotho,1952,gdpPercap,298.8462121
1728,Africa,Lesotho,1952,lifeExp,42.138
3432,Africa,Lesotho,1952,pop,748747.0
166,Africa,Lesotho,1957,gdpPercap,335.9971151
1870,Africa,Lesotho,1957,lifeExp,45.047
3574,Africa,Lesotho,1957,pop,813338.0
308,Africa,Lesotho,1962,gdpPercap,411.8006266
2012,Africa,Lesotho,1962,lifeExp,47.747
3716,Africa,Lesotho,1962,pop,893143.0
450,Africa,Lesotho,1967,gdpPercap,498.6390265
2154,Africa,Lesotho,1967,lifeExp,48.492
3858,Africa,Lesotho,1967,pop,996380.0
592,Africa,Lesotho,1972,gdpPercap,496.5815922
2296,Africa,Lesotho,1972,lifeExp,49.767
4000,Africa,Lesotho,1972,pop,1116779.0
734,Africa,Lesotho,1977,gdpPercap,745.3695408
2438,Africa,Lesotho,1977,lifeExp,52.208
4142,Africa,Lesotho,1977,pop,1251524.0
876,Africa,Lesotho,1982,gdpPercap,797.2631074
2580,Africa,Lesotho,1982,lifeExp,55.078
4284,Africa,Lesotho,1982,pop,1411807.0
1018,Africa,Lesotho,1987,gdpPercap,773.9932141
2722,Africa,Lesotho,1987,lifeExp,57.18
4426,Africa,Lesotho,1987,pop,1599200.0
1160,Africa,Lesotho,1992,gdpPercap,977.4862725
2864,Africa,Lesotho,1992,lifeExp,59.685
4568,Africa,Lesotho,1992,pop,1803195.0
1302,Africa,Lesotho,1997,gdpPercap,1186.147994
3006,Africa,Lesotho,1997,lifeExp,55.558
4710,Africa,Lesotho,1997,pop,1982823.0
1444,Africa,Lesotho,2002,gdpPercap,1275.184575
3148,Africa,Lesotho,2002,lifeExp,44.593
4852,Africa,Lesotho,2002,pop,2046772.0
1586,Africa,Lesotho,2007,gdpPercap,1569.331442
3290,Africa,Lesotho,2007,lifeExp,42.592
4994,Africa,Lesotho,2007,pop,2012649.0
25,Africa,Liberia,1952,gdpPercap,575.5729961
1729,Africa,Liberia,1952,lifeExp,38.48
3433,Africa,Liberia,1952,pop,863308.0
167,Africa,Liberia,1957,gdpPercap,620.9699901
1871,Africa,Liberia,1957,lifeExp,39.486
3575,Africa,Liberia,1957,pop,975950.0
309,Africa,Liberia,1962,gdpPercap,634.1951625
2013,Africa,Liberia,1962,lifeExp,40.502
3717,Africa,Liberia,1962,pop,1112796.0
451,Africa,Liberia,1967,gdpPercap,713.6036483
2155,Africa,Liberia,1967,lifeExp,41.536
3859,Africa,Liberia,1967,pop,1279406.0
593,Africa,Liberia,1972,gdpPercap,803.0054535
2297,Africa,Liberia,1972,lifeExp,42.614
4001,Africa,Liberia,1972,pop,1482628.0
735,Africa,Liberia,1977,gdpPercap,640.3224383
2439,Africa,Liberia,1977,lifeExp,43.764
4143,Africa,Liberia,1977,pop,1703617.0
877,Africa,Liberia,1982,gdpPercap,572.1995694
2581,Africa,Liberia,1982,lifeExp,44.852
4285,Africa,Liberia,1982,pop,1956875.0
1019,Africa,Liberia,1987,gdpPercap,506.1138573
2723,Africa,Liberia,1987,lifeExp,46.027
4427,Africa,Liberia,1987,pop,2269414.0
1161,Africa,Liberia,1992,gdpPercap,636.6229191
2865,Africa,Liberia,1992,lifeExp,40.802
4569,Africa,Liberia,1992,pop,1912974.0
1303,Africa,Liberia,1997,gdpPercap,609.1739508
3007,Africa,Liberia,1997,lifeExp,42.221
4711,Africa,Liberia,1997,pop,2200725.0
1445,Africa,Liberia,2002,gdpPercap,531.4823679
3149,Africa,Liberia,2002,lifeExp,43.753
4853,Africa,Liberia,2002,pop,2814651.0
1587,Africa,Liberia,2007,gdpPercap,414.5073415
3291,Africa,Liberia,2007,lifeExp,45.678
4995,Africa,Liberia,2007,pop,3193942.0
26,Africa,Libya,1952,gdpPercap,2387.54806
1730,Africa,Libya,1952,lifeExp,42.723
3434,Africa,Libya,1952,pop,1019729.0
168,Africa,Libya,1957,gdpPercap,3448.284395
1872,Africa,Libya,1957,lifeExp,45.289
3576,Africa,Libya,1957,pop,1201578.0
310,Africa,Libya,1962,gdpPercap,6757.030816
2014,Africa,Libya,1962,lifeExp,47.808
3718,Africa,Libya,1962,pop,1441863.0
452,Africa,Libya,1967,gdpPercap,18772.75169
2156,Africa,Libya,1967,lifeExp,50.227
3860,Africa,Libya,1967,pop,1759224.0
594,Africa,Libya,1972,gdpPercap,21011.49721
2298,Africa,Libya,1972,lifeExp,52.773
4002,Africa,Libya,1972,pop,2183877.0
736,Africa,Libya,1977,gdpPercap,21951.21176
2440,Africa,Libya,1977,lifeExp,57.442
4144,Africa,Libya,1977,pop,2721783.0
878,Africa,Libya,1982,gdpPercap,17364.27538
2582,Africa,Libya,1982,lifeExp,62.155
4286,Africa,Libya,1982,pop,3344074.0
1020,Africa,Libya,1987,gdpPercap,11770.5898
2724,Africa,Libya,1987,lifeExp,66.234
4428,Africa,Libya,1987,pop,3799845.0
1162,Africa,Libya,1992,gdpPercap,9640.138501
2866,Africa,Libya,1992,lifeExp,68.755
4570,Africa,Libya,1992,pop,4364501.0
1304,Africa,Libya,1997,gdpPercap,9467.446056
3008,Africa,Libya,1997,lifeExp,71.555
4712,Africa,Libya,1997,pop,4759670.0
1446,Africa,Libya,2002,gdpPercap,9534.677467
3150,Africa,Libya,2002,lifeExp,72.737
4854,Africa,Libya,2002,pop,5368585.0
1588,Africa,Libya,2007,gdpPercap,12057.49928
3292,Africa,Libya,2007,lifeExp,73.952
4996,Africa,Libya,2007,pop,6036914.0
27,Africa,Madagascar,1952,gdpPercap,1443.011715
1731,Africa,Madagascar,1952,lifeExp,36.681
3435,Africa,Madagascar,1952,pop,4762912.0
169,Africa,Madagascar,1957,gdpPercap,1589.20275
1873,Africa,Madagascar,1957,lifeExp,38.865
3577,Africa,Madagascar,1957,pop,5181679.0
311,Africa,Madagascar,1962,gdpPercap,1643.38711
2015,Africa,Madagascar,1962,lifeExp,40.848
3719,Africa,Madagascar,1962,pop,5703324.0
453,Africa,Madagascar,1967,gdpPercap,1634.047282
2157,Africa,Madagascar,1967,lifeExp,42.881
3861,Africa,Madagascar,1967,pop,6334556.0
595,Africa,Madagascar,1972,gdpPercap,1748.562982
2299,Africa,Madagascar,1972,lifeExp,44.851
4003,Africa,Madagascar,1972,pop,7082430.0
737,Africa,Madagascar,1977,gdpPercap,1544.228586
2441,Africa,Madagascar,1977,lifeExp,46.881
4145,Africa,Madagascar,1977,pop,8007166.0
879,Africa,Madagascar,1982,gdpPercap,1302.878658
2583,Africa,Madagascar,1982,lifeExp,48.969
4287,Africa,Madagascar,1982,pop,9171477.0
1021,Africa,Madagascar,1987,gdpPercap,1155.441948
2725,Africa,Madagascar,1987,lifeExp,49.35
4429,Africa,Madagascar,1987,pop,10568642.0
1163,Africa,Madagascar,1992,gdpPercap,1040.67619
2867,Africa,Madagascar,1992,lifeExp,52.214
4571,Africa,Madagascar,1992,pop,12210395.0
1305,Africa,Madagascar,1997,gdpPercap,986.2958956
3009,Africa,Madagascar,1997,lifeExp,54.978
4713,Africa,Madagascar,1997,pop,14165114.0
1447,Africa,Madagascar,2002,gdpPercap,894.6370822
3151,Africa,Madagascar,2002,lifeExp,57.286
4855,Africa,Madagascar,2002,pop,16473477.0
1589,Africa,Madagascar,2007,gdpPercap,1044.770126
3293,Africa,Madagascar,2007,lifeExp,59.443
4997,Africa,Madagascar,2007,pop,19167654.0
28,Africa,Malawi,1952,gdpPercap,369.1650802
1732,Africa,Malawi,1952,lifeExp,36.256
3436,Africa,Malawi,1952,pop,2917802.0
170,Africa,Malawi,1957,gdpPercap,416.3698064
1874,Africa,Malawi,1957,lifeExp,37.207
3578,Africa,Malawi,1957,pop,3221238.0
312,Africa,Malawi,1962,gdpPercap,427.9010856
2016,Africa,Malawi,1962,lifeExp,38.41
3720,Africa,Malawi,1962,pop,3628608.0
454,Africa,Malawi,1967,gdpPercap,495.5147806
2158,Africa,Malawi,1967,lifeExp,39.487
3862,Africa,Malawi,1967,pop,4147252.0
596,Africa,Malawi,1972,gdpPercap,584.6219709
2300,Africa,Malawi,1972,lifeExp,41.766
4004,Africa,Malawi,1972,pop,4730997.0
738,Africa,Malawi,1977,gdpPercap,663.2236766
2442,Africa,Malawi,1977,lifeExp,43.767
4146,Africa,Malawi,1977,pop,5637246.0
880,Africa,Malawi,1982,gdpPercap,632.8039209
2584,Africa,Malawi,1982,lifeExp,45.642
4288,Africa,Malawi,1982,pop,6502825.0
1022,Africa,Malawi,1987,gdpPercap,635.5173634
2726,Africa,Malawi,1987,lifeExp,47.457
4430,Africa,Malawi,1987,pop,7824747.0
1164,Africa,Malawi,1992,gdpPercap,563.2000145
2868,Africa,Malawi,1992,lifeExp,49.42
4572,Africa,Malawi,1992,pop,10014249.0
1306,Africa,Malawi,1997,gdpPercap,692.2758103
3010,Africa,Malawi,1997,lifeExp,47.495
4714,Africa,Malawi,1997,pop,10419991.0
1448,Africa,Malawi,2002,gdpPercap,665.4231186
3152,Africa,Malawi,2002,lifeExp,45.009
4856,Africa,Malawi,2002,pop,11824495.0
1590,Africa,Malawi,2007,gdpPercap,759.3499101
